1010::postcode::SE11RB,51.501054584x-0.0956229787909
1010::postcode::IP12BX,52.0542071227x1.14341129579
1010::postcode::LA89LN,54.3763001399x-2.81566051456
1010::postcode::RG27 9ST,51.2815158x-0.9717816
1010::postcode::NR17 2AJ,52.5208032x1.0224383
1010::postcode::DT118RH,50.8682953817x-2.12510109649
1010::postcode::IP12DE,None
1010::postcode::BR87AG,51.398212211x0.172775289368
1010::postcode::59850NIEPPE,None
1010::postcode::BN107DF,50.8007920033x-0.00891233130497
1010::postcode::4921KG,None
1010::postcode::BR87BU,None
1010::postcode::OX169NH,52.0537513505x-1.35191501166
1010::postcode::MK419AT,52.1499266109x-0.445751095219
1010::postcode::OX169QA,52.0585016519x-1.34760195944
1010::postcode::IV36 1PH,57.6093746x-3.6118204
1010::postcode::2675-559,None
1010::postcode::SN15 1JD,None
1010::postcode::BS30 8BY,51.4502838x-2.4823077
1010::postcode::RM15 5RR,51.5070712x0.2844607
1010::postcode::LL372LA,52.673801191x-4.07857717718
1010::postcode::15895,None
1010::postcode::603202,None
1010::postcode::5709RG,None
1010::postcode::SN15 1QJ,51.4689947x-2.1255166
1010::postcode::BR87PQ,51.4136259474x0.209344379849
1010::postcode::2301CG,None
1010::postcode::RG95NU,51.5444221724x-1.00835116176
1010::postcode::RG183HF,51.4047347367x-1.26191518988
1010::postcode::3023CD,None
1010::postcode::BL99EL,53.5817733751x-2.2874253812
1010::postcode::E140DZ,51.5097197438x-0.0220533725665
1010::postcode::BS148PS,51.4133776385x-2.54501446033
1010::postcode::EX6 7PR,50.6690029x-3.6250706
1010::postcode::W1U 4QW,51.5204403x-0.1523136
1010::postcode::LS29 7JL,None
1010::postcode::TW14 9PE,51.4529197x-0.4208755
1010::postcode::400005,None
1010::postcode::WN11AH,53.5486509346x-2.62963564677
1010::postcode::ne33dz,55.0132198928x-1.64212347251
1010::postcode::74700,None
1010::postcode::74701,None
1010::postcode::400010,None
1010::postcode::400013,None
1010::postcode::E140JW,None
1010::postcode::GL1 2EQ,None
1010::postcode::W2 1HY,None
1010::postcode::RG249NA,51.2806151924x-1.10987509011
1010::postcode::RG249NH,None
1010::postcode::TW25EG,51.4425267189x-0.348538631161
1010::postcode::400054,None
1010::postcode::400057,None
1010::postcode::4830-577PóvoadeLanhoso,None
1010::postcode::400076,None
1010::postcode::HP180LQ,51.844340843x-0.923329626645
1010::postcode::2250021,None
1010::postcode::n11 3ee,46.2235858x-0.8542757
1010::postcode::SW49BL,51.4587315841x-0.141332757603
1010::postcode::PA238EH,55.959428533x-4.92220785984
1010::postcode::WN11LR,53.5465822692x-2.63328736406
1010::postcode::W2 1QY,51.5167634x-0.1730444
1010::postcode::WR11 8UA,None
1010::postcode::2675-629,None
1010::postcode::W1U 5BA,51.5222096x-0.15217
1010::postcode::WS10 0EZ,52.5530861x-1.9994256
1010::postcode::GL52 8SW,None
1010::postcode::WN11RP,53.5489345098x-2.63380546343
1010::postcode::WN11RS,None
1010::postcode::HG14TE,53.9967176392x-1.51699058122
1010::postcode::GL1 2TH,None
1010::postcode::302-121,None
1010::postcode::PA75PU,55.9209123x-4.4787505
1010::postcode::HG14Te,53.9967176392x-1.51699058122
1010::postcode::PA238LU,55.9620266153x-4.92636210759
1010::postcode::HA26HP,51.5946217304x-0.362634233115
1010::postcode::HP180XB,51.8421556031x-0.97462210441
1010::postcode::SG141NN,51.7933368041x-0.0908173712053
1010::postcode::WN11XX,53.5495295117x-2.6300712966
1010::postcode::PO5 3DR,None
1010::postcode::ST15NJ,53.0225643866x-2.20060804968
1010::postcode::NG2 5BZ,52.9394266x-1.116162
1010::postcode::3024BG,None
1010::postcode::S339HJ,53.3262655652x-1.7392604171
1010::postcode::CB234JD,None
1010::postcode::DL8 5QA,54.3070208x-1.8174187
1010::postcode::b3k3b3,None
1010::postcode::ne290lu,55.0114295194x-1.44894622445
1010::postcode::LS178PN,None
1010::postcode::PE1 1SA,52.5741704x-0.2393173
1010::postcode::WN11ah,53.5486509346x-2.62963564677
1010::postcode::LA11PJ,54.0472936157x-2.79774691075
1010::postcode::bs45ey,51.4255465947x-2.53848562292
1010::postcode::BN9 9LP,None
1010::postcode::LS29 8PN,53.9249322x-1.7984236
1010::postcode::LA11SF,54.0457195722x-2.80332172022
1010::postcode::BT126AE,54.5948166551x-5.9576813005
1010::postcode::EN2 7AE,51.6537666x-0.0919035
1010::postcode::LS29 8TR,None
1010::postcode::SN27QB,51.5881335597x-1.77326552129
1010::postcode::NG32NR,None
1010::postcode::LA11YN,None
1010::postcode::SG142EB,None
1010::postcode::6367GT,None
1010::postcode::AB30 1ZJ,None
1010::postcode::HG15PR,None
1010::postcode::B721TJ,52.5646238657x-1.8229127339
1010::postcode::LA14 3JL,None
1010::postcode::RH161DN,None
1010::postcode::wr10 2er,None
1010::postcode::B133FU,52.4275195732x-1.89109760683
1010::postcode::G75 0RA,55.7501414x-4.1597736
1010::postcode::B721XJ,52.5375957934x-1.81407210343
1010::postcode::CV116BH,52.5302970535x-1.44983795549
1010::postcode::none,33.8499292x-88.4509873
1010::postcode::IV36 3TZ,57.6522997x-3.5933627
1010::postcode::G75 0YG,None
1010::postcode::HP38JB,51.7419686881x-0.442929732866
1010::postcode::SG142PX,51.8116120776x-0.0982271588404
1010::postcode::75002Paris,None
1010::postcode::TR1 1SL,50.2449214x-5.0246699
1010::postcode::IV222EZ,57.546810392x-5.513021455
1010::postcode::KY1 3DE,None
1010::postcode::HA27RB,None
1010::postcode::NG2 6FR,52.9236996149x-1.12272940571
1010::postcode::RH161TW,51.0074091442x-0.106859904647
1010::postcode::RH161UA,51.0089491952x-0.099241979129
1010::postcode::SA714DR,51.6733761106x-4.9121847591
1010::postcode::WC1B3JS,51.5187356403x-0.131511051467
1010::postcode::KY1 3LR,56.1322477x-3.1659987
1010::postcode::N7 0HJ,51.5544492x-0.1295723
1010::postcode::LS29 9PP,None
1010::postcode::LS29 9PQ,53.923499x-1.8372144
1010::postcode::KT198SD,51.3410131165x-0.268972805776
1010::postcode::N7 0JE,51.5524141x-0.1293961
1010::postcode::LA12TY,54.0626409422x-2.82627597712
1010::postcode::GU85BZ,51.1627003619x-0.648807982799
1010::postcode::SO192JD,50.8977255846x-1.3702623922
1010::postcode::LD2 3SZ,None
1010::postcode::TR1 2DP,50.2572708743x-5.04607988442
1010::postcode::3024rm,None
1010::postcode::V0G1M0,None
1010::postcode::ha98hd,51.5605580116x-0.290036628805
1010::postcode::EX332BP,51.1025729187x-4.15693921176
1010::postcode::1261TR,None
1010::postcode::WC1X 0JX,51.5252031446x-0.114768988873
1010::postcode::4336DB,None
1010::postcode::BS405SA,51.3627396962x-2.74799773846
1010::postcode::sw12 0hw,None
1010::postcode::WC1X 0PA,51.526875x-0.1164448
1010::postcode::GU85RN,51.1555224224x-0.653321775297
1010::postcode::LA13ER,None
1010::postcode::6891EE,None
1010::postcode::CB236EA,52.223090313x-0.0777814700348
1010::postcode::RH1 6JX,51.2287279x-0.1621021
1010::postcode::NG2 7BW,52.9170930484x-1.12405267905
1010::postcode::WC1X0JX,51.5252031446x-0.114768988873
1010::postcode::KT199JW,51.3629592693x-0.275356520785
1010::postcode::W1A4BD,None
1010::postcode::E143FD,None
1010::postcode::W2 4BH,None
1010::postcode::HP39QJ,51.7384027745x-0.453436666681
1010::postcode::M192QW,None
1010::postcode::BD5 9NR,53.7731435x-1.7633427
1010::postcode::68420,None
1010::postcode::35000,None
1010::postcode::5581AH,None
1010::postcode::WC1B4JP,None
1010::postcode::WC1X0PA,None
1010::postcode::fy20ly,None
1010::postcode::1012BudapestVérmezőu.10-12,None
1010::postcode::NG34HE,None
1010::postcode::DG7 1DW,54.9383531x-3.9335722
1010::postcode::GU86DB,None
1010::postcode::IP16DW,52.0762310771x1.13201246956
1010::postcode::GL1 5LE,51.846234x-2.2435241
1010::postcode::TA63BL,None
1010::postcode::RH163BN,51.0036940386x-0.104032159514
1010::postcode::09623,None
1010::postcode::W1U 8AN,51.5186671808x-0.156737908235
1010::postcode::W60JS,51.4935081309x-0.23400236823
1010::postcode::EN2 9HG,51.6745374x-0.0599779
1010::postcode::NG2 7YF,52.9305501x-1.1514227
1010::postcode::LS101JN,None
1010::postcode::WR111JT,52.0862595869x-1.94868494847
1010::postcode::BL23DL,53.601834604x-2.40553667589
1010::postcode::L13 0AE,None
1010::postcode::SG75PG,52.0387660312x-0.158106490921
1010::postcode::EC2A 2BS,51.5213966x-0.0841225
1010::postcode::75017Paris,None
1010::postcode::TD97PH,55.4005556193x-2.92014342741
1010::postcode::RH163LB,50.9956612496x-0.0983883802364
1010::postcode::ca17 4de,54.519567x-2.3018868
1010::postcode::SE17 2ED,51.4878533933x-0.0889854392239
1010::postcode::LS101RS,53.7771097719x-1.49801214758
1010::postcode::E144BA,None
1010::postcode::S8 8TB,53.3464444489x-1.47629987642
1010::postcode::WC1B5EE,None
1010::postcode::3295KG,None
1010::postcode::68504,None
1010::postcode::CR2 0BJ,51.3507035x-0.0921991
1010::postcode::Manchester,53.4807125x-2.2343765
1010::postcode::BA1 2AB,51.3810553x-2.3632373
1010::postcode::DD1 5AN,56.462682x-2.9852058
1010::postcode::400431,None
1010::postcode::41700,None
1010::postcode::DD1 5BT,None
1010::postcode::BA1 2DP,51.3827307x-2.3622591
1010::postcode::CB237QS,52.209491249x0.00933426224122
1010::postcode::RG20BS,None
1010::postcode::RG20BT,51.4418125727x-0.972330342184
1010::postcode::BA1 2EN,51.3848513x-2.3627501
1010::postcode::SW13 9JS,51.4863892x-0.23664
1010::postcode::SG76DZ,51.9876774861x-0.190773046561
1010::postcode::AB243FX,57.1650211728x-2.09912237282
1010::postcode::35190,None
1010::postcode::BT12 6AE,54.5948167x-5.9576813
1010::postcode::PA20 0AP,55.8377654x-5.0564877
1010::postcode::CB7 4DB,52.3959204386x0.260380661769
1010::postcode::W2 5QT,51.5180686x-0.1946124
1010::postcode::BA1 2LY,51.387724x-2.3699726
1010::postcode::g745pe,55.7592465629x-4.23071129871
1010::postcode::S8 9HS,53.3539523x-1.4649101
1010::postcode::Zejtun,35.8555556x14.5333333
1010::postcode::BA1 2PH,51.3848568x-2.3638566
1010::postcode::BA1 2PW,51.3870668x-2.3644921
1010::postcode::SY2 6FD,None
1010::postcode::S8 9JP,None
1010::postcode::94000,None
1010::postcode::BL24DR,53.6119927353x-2.38612048643
1010::postcode::5581td,None
1010::postcode::94015,None
1010::postcode::EC2A 3AY,51.5263681x-0.0785365
1010::postcode::BR12TN,None
1010::postcode::BS15 3LA,51.4430758x-2.5214544
1010::postcode::94025,None
1010::postcode::RG20QX,51.4258805229x-0.975593124231
1010::postcode::94030,37.5993716x-122.4070834
1010::postcode::CB238AT,52.2238415448x0.00513576612454
1010::postcode::AB243TU,57.166750764x-2.10420326767
1010::postcode::AB243UT,57.1624873301x-2.09992569951
1010::postcode::N170SP,None
1010::postcode::2613AE11,None
1010::postcode::AL48EY,51.7945976837x-0.289551071237
1010::postcode::RH164RR,50.9805726464x-0.120744964591
1010::postcode::BD9 $JP,None
1010::postcode::E96NR,None
1010::postcode::BD233SE,None
1010::postcode::BA1 3AU,51.3853569x-2.3791217
1010::postcode::EC2A 3QN,51.5260016x-0.0808729
1010::postcode::SA42 0TS,None
1010::postcode::IP14 3DQ,52.1943338769x0.926326056902
1010::postcode::1736KBZijdewind,None
1010::postcode::CB238TU,None
1010::postcode::AL48RQ,None
1010::postcode::BA1 3HS,51.3876456x-2.4019329
1010::postcode::DL57DE,None
1010::postcode::CB7 5BT,52.3386163x0.3369634
1010::postcode::75020PARIS,None
1010::postcode::LS12 2QG,53.8003315x-1.5818628
1010::postcode::SE114AP,51.4870979332x-0.110622822011
1010::postcode::SE114BN,51.4893964699x-0.107056296815
1010::postcode::94103,None
1010::postcode::BS408QB,51.3584909517x-2.62279281912
1010::postcode::BD234DA,54.0611226276x-2.1531222286
1010::postcode::BD234DB,None
1010::postcode::94109,None
1010::postcode::BS408QW,None
1010::postcode::94110,None
1010::postcode::94114,None
1010::postcode::1700-000LISBOA,None
1010::postcode::94120,None
1010::postcode::94121,None
1010::postcode::BS408SP,51.3648578731x-2.6089749579
1010::postcode::2241BX,52.1443725x4.4205615
1010::postcode::surreycr43af,None
1010::postcode::94140,None
1010::postcode::IP143DQ,52.1943338769x0.926326056902
1010::postcode::94160,None
1010::postcode::nr16 1al,52.5118054631x1.15654737877
1010::postcode::EC2A 4HB,51.5227633x-0.0830128
1010::postcode::EC2A 4HH,51.5231676x-0.0813381
1010::postcode::EC2A 4HJ,None
1010::postcode::EN4 0BA,51.6486217x-0.1422929
1010::postcode::7000-659Évora,None
1010::postcode::OX3 8HW,None
1010::postcode::EN4 0DR,None
1010::postcode::G432YU,55.8194990823x-4.29466172278
1010::postcode::EC2A 4LT,51.5244342x-0.0845572
1010::postcode::PE228QR,53.0509123367x0.175967682267
1010::postcode::SK131PZ,None
1010::postcode::EC2A 4NA,51.5251593x-0.083806
1010::postcode::EC2A 4NG,51.5248597x-0.0836311
1010::postcode::SE114PT,51.4859529247x-0.110439697175
1010::postcode::EC2A 4PJ,51.5234838x-0.0814257
1010::postcode::ST1 1AA,None
1010::postcode::SE114TF,51.4946596597x-0.102761298665
1010::postcode::LS12 3DS,None
1010::postcode::EC2A 4SH,None
1010::postcode::SE114UN,51.4891493573x-0.0984526380344
1010::postcode::BD7 1DP,53.7917013x-1.7621302
1010::postcode::BT399HS,54.7551066871x-6.00624036111
1010::postcode::SE114XD,51.4900081681x-0.108183341419
1010::postcode::LS12 3HQ,53.7953573x-1.596486
1010::postcode::AL49QE,51.767510406x-0.31232860466
1010::postcode::PA766SL,None
1010::postcode::EX8 2JP,50.621064x-3.404776
1010::postcode::WA74QX,None
1010::postcode::74310LesHouches,None
1010::postcode::3551bw,None
1010::postcode::Cf64 2XL,51.4334319x-3.1825632
1010::postcode::WR114BQ,52.0911955032x-1.94891284796
1010::postcode::BT399LN,54.7412277927x-5.98898611964
1010::postcode::V8M2A5,None
1010::postcode::IG118JA,51.54136519x0.0752631249722
1010::postcode::EX8 2SB,50.6177528x-3.4093845
1010::postcode::94200,None
1010::postcode::ME 17 2LL,None
1010::postcode::HX20BA,None
1010::postcode::EX11RQ,None
1010::postcode::OX93FF,None
1010::postcode::94250,None
1010::postcode::9301KN,None
1010::postcode::GL67BX,51.7660010269x-2.1368026332
1010::postcode::SE115HJ,51.4892687047x-0.120356962874
1010::postcode::94260,None
1010::postcode::SM67BZ,None
1010::postcode::BD235JA,54.1905072865x-2.08990904827
1010::postcode::IG118UN,None
1010::postcode::55000Bar-le-Duc,None
1010::postcode::CA11OJF,None
1010::postcode::Ox44 7JP,51.712568x-1.0750232
1010::postcode::SY44BP,52.7648348813x-2.69936221005
1010::postcode::13770venelles,None
1010::postcode::SE115NH,None
1010::postcode::BH220JW,None
1010::postcode::SE115PH,51.4885158051x-0.113790767949
1010::postcode::2675-549Odivelas,None
1010::postcode::AEGINA,None
1010::postcode::tr210na,None
1010::postcode::BA1 5BB,51.3856103x-2.3586318
1010::postcode::BA1 5BL,None
1010::postcode::EC1M 6EE,51.520757x-0.0984197
1010::postcode::EC1M 6EJ,None
1010::postcode::SY44JR,None
1010::postcode::N41NY,None
1010::postcode::B6 5HH,None
1010::postcode::DORSET DT1 2ET,50.7083909x-2.4537191
1010::postcode::RM11QA,51.5730780131x0.184496249421
1010::postcode::IG119AG,None
1010::postcode::BD7 2DG,53.7901719x-1.7802171
1010::postcode::BA1 5EX,51.392602x-2.3656715
1010::postcode::rg93jd,51.5323387278x-0.890971703216
1010::postcode::EC2V 5BR,51.5158159x-0.0904101
1010::postcode::TS24 4DE,54.6815720668x-1.21037938027
1010::postcode::B6 5NH,None
1010::postcode::BS32 4HJ,51.5590621x-2.5632857
1010::postcode::SY44TT,None
1010::postcode::B139EH,None
1010::postcode::88-02,None
1010::postcode::EC1M 6PT,51.520921x-0.1047279
1010::postcode::pL74QD,50.3913171361x-4.07138820656
1010::postcode::94301,None
1010::postcode::94305,None
1010::postcode::BA1 5TN,51.3961019x-2.3649808
1010::postcode::B139LR,None
1010::postcode::BT655DU,None
1010::postcode::CF43 4SX,51.6668016x-3.4608967
1010::postcode::97573001,None
1010::postcode::W1W5BB,51.5217126894x-0.142301142693
1010::postcode::94370,None
1010::postcode::IG119UW,None
1010::postcode::B65HH,52.5024515965x-1.89162010371
1010::postcode::N42DR,None
1010::postcode::SA11RY,None
1010::postcode::DE141HU,52.8023715046x-1.63057716727
1010::postcode::KT124RZ,51.3676579813x-0.398583273885
1010::postcode::1521NA,None
1010::postcode::N42HA,51.564671537x-0.0925332098548
1010::postcode::B16 9SL,52.4755604x-1.9407565
1010::postcode::B65NH,52.503667614x-1.89425415123
1010::postcode::WA76HZ,53.3243239x-2.6620737
1010::postcode::N42LN,None
1010::postcode::E148JF,51.4983726392x-0.0264203218976
1010::postcode::NR50ES,52.6450195585x1.23073658387
1010::postcode::NR34 9BN,None
1010::postcode::WA14 1DU,53.3856831x-2.3501047
1010::postcode::PL1 2AN,50.3692114x-4.1383054
1010::postcode::BA1 6EN,51.3955329523x-2.35130729413
1010::postcode::GU11JY,51.255684284x-0.578357957422
1010::postcode::W1W5PA,None
1010::postcode::YO22 4AS,54.4863345x-0.6107443
1010::postcode::02141,42.3716445x-71.0809757
1010::postcode::W1W5QA,51.5210471267x-0.142861563756
1010::postcode::YO22 4BG,54.4871409x-0.6120909
1010::postcode::YO22 4BH,54.4876412x-0.6118269
1010::postcode::E20AH,51.5265613376x-0.0618193209717
1010::postcode::BA228HR,50.9490860788x-2.67663653462
1010::postcode::EC2V 6BT,None
1010::postcode::BT65 5DU,None
1010::postcode::N42SZ,None
1010::postcode::YO22 4DE,54.48856x-0.6120119
1010::postcode::NR50LZ,52.6498314953x1.22643357417
1010::postcode::EC4M6YH,51.5126924769x-0.0968238591611
1010::postcode::YO22 4HS,54.4711394702x-0.605441168362
1010::postcode::LS12 5NZ,53.7821676x-1.6060217
1010::postcode::N7 6QT,51.5587087x-0.1170197
1010::postcode::HU67RX,None
1010::postcode::75009Paris,None
1010::postcode::E20HU,None
1010::postcode::NN2 6AA,52.2474205814x-0.89742991955
1010::postcode::WS42AE,52.5897451641x-1.97588180428
1010::postcode::HU67SZ,53.7698616816x-0.365532318098
1010::postcode::S201HQ,None
1010::postcode::BS345TA,51.5302421946x-2.59304474896
1010::postcode::CV311PL,None
1010::postcode::CV311PT,52.2810768021x-1.51469792856
1010::postcode::BA1 6RA,None
1010::postcode::SW15 2EA,None
1010::postcode::NG4 1JL,52.9663995x-1.1119195
1010::postcode::KT125JD,51.3674672279x-0.401736030053
1010::postcode::WD31HL,51.6402946725x-0.467369668041
1010::postcode::94430,None
1010::postcode::BA228WA,50.9492505166x-2.67308005993
1010::postcode::LS12 5XE,53.780899x-1.6056238
1010::postcode::YO22 4RQ,54.43553x-0.5349571
1010::postcode::SM69AY,None
1010::postcode::SO519AQ,50.9808356863x-1.46248710896
1010::postcode::GL69EB,51.7060977907x-2.19685207478
1010::postcode::HX1 2LH,53.7200383x-1.8576845
1010::postcode::SW15 2NQ,51.4630586357x-0.209034805401
1010::postcode::29000,None
1010::postcode::29006,None
1010::postcode::29008,None
1010::postcode::HU68AQ,None
1010::postcode::bs139aj,51.4117458638x-2.61146716539
1010::postcode::GL69JA,51.7049518823x-2.18835251371
1010::postcode::SM69JW,51.3588548371x-0.128070460764
1010::postcode::GL167HU,51.7844903752x-2.60008532819
1010::postcode::N43LS,None
1010::postcode::35620,None
1010::postcode::02200,None
1010::postcode::35650,None
1010::postcode::GU12JD,51.2428707475x-0.55564409558
1010::postcode::L13 5UQ,None
1010::postcode::Sw19 4EL,None
1010::postcode::N43SD,51.5704290991x-0.109348711466
1010::postcode::G75 8JB,55.7586179x-4.2007101
1010::postcode::GL167PH,None
1010::postcode::BS15 8BD,51.4574004x-2.5151409
